word,count_correct,count_appear,count_incorrect
extensible application markup language,0,0,0
extensible authentication protocol,0,0,0
extensible hypertext markup language,0,0,0
extensible markup language,0,0,0
extensible stylesheet language transformations,0,0,0
external fragmentation,0,0,0
external language routines,0,0,0
external linkage,0,0,0
external sort-merge algorithm,0,0,0
external storage,0,0,0
extract,0,0,0
extraction operator,0,0,0
extreme programming,0,0,0
eyetracking,0,0,0
f#,0,0,0
facade pattern,0,0,0
face detection,0,0,0
face swapping,0,0,0
facebook,0,0,0
fact tables,0,0,0
factorial function (n!),0,0,0
factorials,0,0,0
factorization,0,0,0
factory method pattern,0,0,0
fail-stop assumption,0,0,0
false cycles,0,0,0
fast fourier transform,0,0,0
fast recovery,0,0,0
fat,0,0,0
fatal error,0,0,0
fault management,0,0,0
fdm frequency division multiplexing,0,0,0
feature matching,0,0,0
fedora,0,0,0
fermat,0,0,0
fiber distribute data interface - fddi,0,0,0
fiber distributed data interface protocol,0,0,0
fiber to the home - ftth,0,0,0
fibonacci,0,0,0
fibonacci heap,0,0,0
fibonacci number,0,0,0
fibonacci sequence,0,0,0
fibre channel interface,0,0,0
fifo,0,0,0
file,0,0,0
file allocation table,0,0,0
file extensions,0,0,0
file format,0,0,0
file header,0,0,0
file magic number,0,0,0
file manager,0,0,0
file organization,0,0,0
file scan,0,0,0
file sharing,0,0,0
file signature,0,0,0
file system,0,0,0
file transfer,0,0,0
file transfer protocol,0,0,0
file-allocation table,0,0,0
filename date accessed (mft),0,0,0
filename date created (mft),0,0,0
filename date modified (mft),0,0,0
files transfer protocol,0,0,0
final/not final expressions,0,0,0
fine-granularity parallelism,0,0,0
fingerprint,0,0,0
finite-state-machine - fsm,0,0,0
firebase,0,0,0
firewall,0,0,0
firewire interface,0,0,0
first come first server,0,0,0
first committer wins,0,0,0
first in first out,0,0,0
first updater wins,0,0,0
first-come first-served scheduling algorithm,0,0,0
first-come-first-served scheduling,0,0,0
fixed playout delay,0,0,0
fixed-length labels,0,0,0
flag field,0,0,0
flappy bird,0,0,0
flash sort,0,0,0
flash storage,0,0,0
flash translation layer,0,0,0
flickr,0,0,0
floating point,0,0,0
floating-point data type,0,0,0
floating-point operations per second,0,0,0
floppy disk,0,0,0
flow chart,0,0,0
flow control,0,0,0
flow-distinct,0,0,0
floyd algorithm,0,0,0
flushing,0,0,0
flushing buffers,0,0,0
flyweight pattern,0,0,0
folder,0,0,0
font size,0,0,0
font word,0,0,0
force policy,0,0,0
forced output,0,0,0
ford-bellman algorithm,0,0,0
foreground processes,0,0,0
foreign address,0,0,0
foreign key,0,0,0
forensics,0,0,0
forking repo,0,0,0
formal language,0,0,0
formal parameter,0,0,0
formal variable,0,0,0
fortran,0,0,0
forward declaration,0,0,0
forward error correction - fec,0,0,0
forwarding,0,0,0
forwarding function,0,0,0
forwarding plane,0,0,0
forwarding table,0,0,0
four color theorem,0,0,0
fourier transform,0,0,0
foursquare,0,0,0
fourth-generation of wide-area wireless networks,0,0,0
fractal,0,0,0
fragmentation,0,0,0
fragmentation of datagrams,0,0,0
fragmentation offset,0,0,0
frame,0,0,0
framework,0,0,0
framework application,0,0,0
free space control record (fscr),0,0,0
free-space management,0,0,0
frequency attach,0,0,0
frequency-division multiplexing,0,0,0
frequency-hopping spread spectrum,0,0,0
friend,0,0,0
friend class,0,0,0
friend function,0,0,0
front-end processors,0,0,0
froyo,0,0,0
fsoft,0,0,0
ftp (file transfer protocol),0,0,0
full duplex,0,0,0
full outer joins,0,0,0
full-duplex service,0,0,0
full-table block ciphers,0,0,0
fully connected,0,0,0
fully connected topology,0,0,0
function,0,0,0
function declaration,0,0,0
function library,0,0,0
function overloading,0,0,0
function pointer,0,0,0
function polymorphism,0,0,0
function prototype scope,0,0,0
function template,0,0,0
function wrapper,0,0,0
function-based indices,0,0,0
functional dependency,0,0,0
functional overloading,0,0,0
functional polymorphism,0,0,0
functional programming,0,0,0
functionally determined attributes,0,0,0
functors,0,0,0
fuzzy checkpoints,0,0,0
gadget,0,0,0
galaxy 4s,0,0,0
galaxy fold,0,0,0
game designer,0,0,0
game theory,0,0,0
gameloft,0,0,0
gamification,0,0,0
gang of four,0,0,0
gantt chart,0,0,0
garbage collection,0,0,0
garena,0,0,0
gateway,0,0,0
gateway mobile services switching center,0,0,0
gateway routers,0,0,0
gaussian,0,0,0
gaussian elimination,0,0,0
general data protection regulation,0,0,0
general public license,0,0,0
generalization,0,0,0
generalized inverted index (gin),0,0,0
generalized packet radio service,0,0,0
generalized search tree (gist),0,0,0
generalized-projection,0,0,0
generating function,0,0,0
generative,0,0,0
generative adversarial network,0,0,0
generative adversarial network modeling,0,0,0
generative pre-trained transformer,0,0,0
generic code,0,0,0
generic programming,0,0,0
generic type,0,0,0
genetic algorithm,0,0,0
geographic data,0,0,0
geographic information system,0,0,0
get method,0,0,0
gigabit ethernet,0,0,0
gigabyte,0,0,0
ginger bread,0,0,0
gini measure,0,0,0
git fork,0,0,0
github,0,0,0
glassfish,0,0,0
glitches,0,0,0
global class identifier,0,0,0
global company identifier,0,0,0
global descriptor table,0,0,0
global namespaces,0,0,0
global offset table,0,0,0
global positioning system (gps),0,0,0
global product identifier,0,0,0
global routing algorithm,0,0,0
global system for mobile,0,0,0
global system for mobile communications,0,0,0
global variable,0,0,0
global wait-for graph,0,0,0
glonass,0,0,0
gnome,0,0,0
go-back n,0,0,0
go-back-n protocol,0,0,0
google api,0,0,0
google app engine,0,0,0
google brain,0,0,0
google cardboard,0,0,0
google chrome,0,0,0
google colab,0,0,0
google doodle,0,0,0
google drive,0,0,0
google glass,0,0,0
google hummingbird,0,0,0
google i/o,0,0,0
google instant,0,0,0
google maps,0,0,0
google nexus,0,0,0
google now,0,0,0
google panda,0,0,0
google penguin,0,0,0
google play,0,0,0
google street view,0,0,0
google web toolkit,0,0,0
google+,0,0,0
googlecode,0,0,0
googleplex,0,0,0
gordon moore,0,0,0
gps latitude,0,0,0
gps longtitude,0,0,0
gradient,0,0,0
gradient descent,0,0,0
grant,0,0,0
graph,0,0,0
graph api,0,0,0
graph coloring,0,0,0
graph-based protocols,0,0,0
graphic card,0,0,0
graphic user interface,0,0,0
graphical user interfaces,0,0,0
graphics device interface,0,0,0
greatest common divisor,0,0,0
greedy algorithm,0,0,0
greenplum,0,0,0
group by,0,0,0
group identifiers,0,0,0
growing phase,0,0,0
hack,0,0,0
hackathon,0,0,0
hacker,0,0,0
hadoop,0,0,0
half duplex,0,0,0
half life,0,0,0
halt problem,0,0,0
hamilton,0,0,0
hamilton cycle,0,0,0
hamming distance,0,0,0
handoff,0,0,0
handshake,0,0,0
handshaking,0,0,0
hanoi tower,0,0,0
hard coding,0,0,0
hard disk drive,0,0,0
hard disks,0,0,0
hard guarantee,0,0,0
hardware,0,0,0
hardware data plane,0,0,0
hardware objects,0,0,0
hardware tuning,0,0,0
hardware-abstraction layer,0,0,0
harmonic mean,0,0,0
has-a,0,0,0
hash,0,0,0
hash cluster access,0,0,0
hash function,0,0,0
hash join,0,0,0
hash table,0,0,0
hash tree,0,0,0
hash-table overflow,0,0,0
hashed page tables,0,0,0
hashtag,0,0,0
haskell,0,0,0
having,0,0,0
hdd,0,0,0
head puppetry,0,0,0
head-of-the-line blocking,0,0,0
header,0,0,0
header checksum,0,0,0
heap,0,0,0
heap file,0,0,0
heap memory,0,0,0
heap sort,0,0,0
heartbleed,0,0,0
heuristic,0,0,0
hewlett-packard,0,0,0
hexadecimal,0,0,0
hibernate,0,0,0
hibernate system,0,0,0
hidden layer,0,0,0
hidden markov model,0,0,0
hidden terminal problem,0,0,0
hidden terminals,0,0,0
hierarchical architecture,0,0,0
hierarchical classification,0,0,0
hierarchical clustering,0,0,0
hierarchical data model,0,0,0
hierarchical routing,0,0,0
hierarchical storage management,0,0,0
hierarchical structure,0,0,0
high speed packet access,0,0,0
high-level data link control,0,0,0
high-level shader language,0,0,0
high-performance computer,0,0,0
hill climbing,0,0,0
hiphop virtual machine,0,0,0
histogram,0,0,0
histogram equalization,0,0,0
histogram matching,0,0,0
histogram specification,0,0,0
hologram,0,0,0
holography,0,0,0
hololens,0,0,0
home access,0,0,0
home location register,0,0,0
home network,0,0,0
home processor,0,0,0
honeycomb,0,0,0
horizontal fragmentation,0,0,0
host,0,0,0
host adapter,0,0,0
host aliasing,0,0,0
host-attached storage,0,0,0
host-to-host,0,0,0
hostnames,0,0,0
hot-spare configuration,0,0,0
hotspot,0,0,0
householding,0,0,0
"hsv - hue, saturation, lightness",0,0,0
htc,0,0,0
https,0,0,0
hub,0,0,0
huffman,0,0,0
huffman codes,0,0,0
huffman coding,0,0,0
human-computer interaction,0,0,0
humanoid robot,0,0,0
hungarian notation,0,0,0
hybrid disk drives,0,0,0
hybrid fiber coax,0,0,0
hybrid hash join,0,0,0
hybrid merge join,0,0,0
hyper-v,0,0,0
hypercube architecture,0,0,0
hyperlink,0,0,0
hyperspace,0,0,0
hypertext markup language (html),0,0,0
hypertext transfer protocol (http),0,0,0
hypertext transfer protocol secure,0,0,0
hypothesis,0,0,0
i/o parallelism,0,0,0
icloud,0,0,0
icmp : internet control message protocol,0,0,0
icon,0,0,0
ide,0,0,0
idle threads,0,0,0
ienumerable,0,0,0
illustra information technologies,0,0,0
imac,0,0,0
image processing,0,0,0
image segmentation,0,0,0
imagine cup,0,0,0
imap,0,0,0
immediate-modification technique,0,0,0
immuatable,0,0,0
imperative programming,0,0,0
implementation,0,0,0
implicit casting,0,0,0
implicit instantiations,0,0,0
import,0,0,0
inception v3,0,0,0
include directive,0,0,0
inclusion-exclusion,0,0,0
incognito,0,0,0
inconsistent state,0,0,0
independent component analysis,0,0,0
independent parallelism,0,0,0
index entry,0,0,0
index operator,0,0,0
index record,0,0,0
index-organized tables (iots),0,0,0
indexed nested-loop join,0,0,0
indexing strings,0,0,0
indirect routing,0,0,0
induction,0,0,0
infix notation,0,0,0
infomation security,0,0,0
information gain,0,0,0
information leak,0,0,0
information retrieval,0,0,0
information security,0,0,0
information system,0,0,0
information theory,0,0,0
information-extraction systems,0,0,0
infrastructure,0,0,0
infrastructure as a service,0,0,0
infrastructure mode,0,0,0
ingres,0,0,0
inheritance,0,0,0
inheritance relationship,0,0,0
initialization vector,0,0,0
initializing,0,0,0
initially deferred integrity constraints,0,0,0
inline functions,0,0,0
inner joins,0,0,0
inner relation,0,0,0
inode,0,0,0
input,0,0,0
input device,0,0,0
input textbox,0,0,0
insert into,0,0,0
insertion,0,0,0
insertion operator,0,0,0
insertion sort,0,0,0
instagram,0,0,0
instance,0,0,0
instant messaging,0,0,0
institute of electrical and electronics engineers,0,0,0
instruction pointer,0,0,0
instruction register,0,0,0
integer factorization,0,0,0
integer programming,0,0,0
integrated,0,0,0
integrated circuit,0,0,0
integrated development environment,0,0,0
integrated electronics,0,0,0
integrity,0,0,0
integrity constraint,0,0,0
integrity manager,0,0,0
intel 4004,0,0,0
intel x86,0,0,0
intellectual property rights,0,0,0
intelligent personal assitant,0,0,0
intellij idea,0,0,0
intention-exclusive (ix) mode,0,0,0
intention-shard (is) mode,0,0,0
interchange sort,0,0,0
interconnection networks,0,0,0
interesting sort order,0,0,0
interface,0,0,0
interface description language (idl),0,0,0
interference,0,0,0
interlock,0,0,0
internal manipulator,0,0,0
internal nodes,0,0,0
international business machines,0,0,0
international collegiate programming contest,0,0,0
international organization for standardization,0,0,0
international standards organization,0,0,0
international telecommunication union,0,0,0
internet,0,0,0
internet checksum,0,0,0
internet control message protocol,0,0,0
internet corporation for assigned names and numbers,0,0,0
internet engineering task force,0,0,0
internet exchange points,0,0,0
internet explorer,0,0,0
internet group management protocol,0,0,0
internet information services,0,0,0
internet key exchange,0,0,0
internet mail access protocol,0,0,0
internet message access protocol (imap),0,0,0
internet of things,0,0,0
internet phone application,0,0,0
internet protocol,0,0,0
internet service providers (isp),0,0,0
internet telephony,0,0,0
internet-standard management framework,0,0,0
interoperation parallelism,0,0,0
interpolation search,0,0,0
interpreter,0,0,0
interpreter pattern,0,0,0
interprocess communication,0,0,0
interquery parallelism,0,0,0
interrupt,0,0,0
interrupt-request line,0,0,0
interrupts,0,0,0
intersect,0,0,0
intersection set,0,0,0
intervals,0,0,0
intializers,0,0,0
intraoperation parallelism,0,0,0
intraquery parallelism,0,0,0
intro sort,0,0,0
intrusion detection system,0,0,0
invalidation reports,0,0,0
inverse document frequency (idf),0,0,0
invertible matrix,0,0,0
ip address,0,0,0
ip spoofing,0,0,0
ip: internet protocol,0,0,0
ipad air,0,0,0
ipconfig,0,0,0
ipsec,0,0,0
ipv4,0,0,0
ipv6,0,0,0
is-a,0,0,0
isolated vertex,0,0,0
isolation,0,0,0
isolation level,0,0,0
isolation vertex,0,0,0
isomorphic graphs,0,0,0
iteration,0,0,0
iterator,0,0,0
iterator pattern,0,0,0
itunes,0,0,0
ivy bridge,0,0,0
jakarta projec,0,0,0
java,0,0,0
java 2 enterprise edition (j2ee),0,0,0
java applet,0,0,0
java database connectivity,0,0,0
java database objects (jdo),0,0,0
java development kit,0,0,0
java foundation classes,0,0,0
java platform enterprise edition,0,0,0
java platform standard edition,0,0,0
java runtime environment,0,0,0
java server pages (jsp),0,0,0
java virtual machine,0,0,0
javafx,0,0,0
javascript,0,0,0
javascript object notation (json),0,0,0
javaserver faces (jsf) framework,0,0,0
jboss,0,0,0
jdbc (java database connectivity),0,0,0
jeff bezos,0,0,0
jelly bean,0,0,0
jeopardy,0,0,0
jitter,0,0,0
john von neumann,0,0,0
join dependencies,0,0,0
joomla,0,0,0
josephus,0,0,0
journaling file systems,0,0,0
jpeg (joint picture experts group),0,0,0
jukebox systems,0,0,0
julia,0,0,0
just-in-time (jit) compiler,0,0,0
k-d trees,0,0,0
k-means clustering,0,0,0
k-nearest neighbors,0,0,0
kaspersky,0,0,0
ken thompson,0,0,0
keras,0,0,0
kernel,0,0,0
kernel functions,0,0,0
kernel mode,0,0,0
kernel threads,0,0,0
key,0,0,0
key generation,0,0,0
key pair,0,0,0
keylogger,0,0,0
keyword,0,0,0
kickstarter,0,0,0
kindle,0,0,0
kindle fire,0,0,0
kinect,0,0,0
kitkat,0,0,0
kmp,0,0,0
knapsack,0,0,0
knapsack problem,0,0,0
knight tour,0,0,0
knight's tour problem,0,0,0
knuth–morris–pratt,0,0,0
kotlin,0,0,0
kruskal,0,0,0
kruskal algorithm,0,0,0
krutt moriss prath,0,0,0
kubernetes,0,0,0
label-switched routers,0,0,0
lambda expression,0,0,0
lambda functions,0,0,0
landmark recognition,0,0,0
language constructs,0,0,0
language integrated querying (linq),0,0,0
language-integrated query,0,0,0
laplacian,0,0,0
laptop,0,0,0
large-object types,0,0,0
larry ellison,0,0,0
larry page,0,0,0
laser printer,0,0,0
last in first out,0,0,0
latex,0,0,0
layered architecture,0,0,0
layout,0,0,0
lazy loading,0,0,0
lazy propagation,0,0,0
lazywriter,0,0,0
ldap data interchange format (ldif),0,0,0
league of legend,0,0,0
leaky bucket mechanism,0,0,0
leap motion,0,0,0
learning rate,0,0,0
least recent used,0,0,0
least recently used (lru) scheme,0,0,0
least significant bit,0,0,0
least-cost path,0,0,0
least-significant bit,0,0,0
left outer join,0,0,0
legacy systems,0,0,0
lenovo,0,0,0
lexicographical order,0,0,0
libreoffice,0,0,0
license key,0,0,0
lidarr,0,0,0
lightweight directory access protocol (ldap),0,0,0
likelihood,0,0,0
limited-scope flooding,0,0,0
linear,0,0,0
linear algebra,0,0,0
linear equations,0,0,0
linear programming,0,0,0
linear recursion,0,0,0
linear regression,0,0,0
linear search,0,0,0
linear time,0,0,0
link layer,0,0,0
link state algorithm,0,0,0
link-layer controller,0,0,0
link-layer protocols,0,0,0
link-layer switches,0,0,0
link-scheduling disciplines,0,0,0
link-state advertisements,0,0,0
linked list,0,0,0
linkedin,0,0,0
linksys,0,0,0
linux,0,0,0
linux distribution,0,0,0
linux kernel,0,0,0
lip-syncing,0,0,0
lisp,0,0,0
list comprehension,0,0,0
listview,0,0,0
little-endian,0,0,0
llc: logical link control,0,0,0
load balancer,0,0,0
local area network,0,0,0
local features,0,0,0
local host,0,0,0
local replacement algorithm,0,0,0
local variable,0,0,0
local wait-for graph,0,0,0
local-area networks,0,0,0
localization,0,0,0
localtimestamp,0,0,0
location,0,0,0
location-dependent queries,0,0,0
lock manager,0,0,0
locking protocols,0,0,0
log disk,0,0,0
log files,0,0,0
log likelihood,0,0,0
log records,0,0,0
log sequence number (lsn),0,0,0
log writer process,0,0,0
logarithm time,0,0,0
logical clock,0,0,0
logical design,0,0,0
logical logging,0,0,0
logical memory address,0,0,0
logical operator,0,0,0
logical undo operation,0,0,0
login,0,0,0
logistic regression,0,0,0
lollipop,0,0,0
long short term memory,0,0,0
long-duration transactions,0,0,0
long-term evolution,0,0,0
longest common subsequence,0,0,0
lookup,0,0,0
loop,0,0,0
loop invariant,0,0,0
loop structure,0,0,0
loss function,0,0,0
loss-tolerant,0,0,0
lossless compression,0,0,0
lossless-join decomposition,0,0,0
lossy compression,0,0,0
lossy decomposition,0,0,0
lotus software,0,0,0
lowest common ancestor,0,0,0
lowest common multiple,0,0,0
lspci,0,0,0
lua,0,0,0
lulzsec,0,0,0
mac os,0,0,0
macbook,0,0,0
macbook air,0,0,0
macbook pro,0,0,0
machine language,0,0,0
machine learning,0,0,0
macintosh,0,0,0
macro,0,0,0
magic leap,0,0,0
magic number,0,0,0
magnetic disks,0,0,0
magnifier,0,0,0
mail access protocols,0,0,0
mail box,0,0,0
mailboxes,0,0,0
main-in-the-middle attack,0,0,0
main-memory database systems,0,0,0
mainboard,0,0,0
mainframe,0,0,0
mainframe computer,0,0,0
majority protocol,0,0,0
mako surgical,0,0,0
malicious packet attacks,0,0,0
malware,0,0,0
man in the middle,0,0,0
man-in-the-middle attacks,0,0,0
management information base,0,0,0
manhattan,0,0,0
manhattan distance,0,0,0
manipulators,0,0,0
mantissa,0,0,0
many-to-many mapping,0,0,0
maple,0,0,0
mapping cardinalities,0,0,0
mapreduce,0,0,0
mark zuckerberg,0,0,0
marketplace,0,0,0
markov chain,0,0,0
markov model,0,0,0
markov process,0,0,0
markup language,0,0,0
marshmallow,0,0,0
maskable interrupts,0,0,0
mass-storage management,0,0,0
massachusetts institute of technology,0,0,0
master boot record,0,0,0
master key,0,0,0
master table,0,0,0
master-slave relationship,0,0,0
master-slave replication,0,0,0
materialized query tables (mqts),0,0,0
materialized views,0,0,0
mathematica,0,0,0
matlab,0,0,0
matrix laboratory,0,0,0
max flow min cost,0,0,0
maximum flow problem,0,0,0
maximum likelihood estimation,0,0,0
maximum segment size,0,0,0
maximum transmission unit - mtu,0,0,0
mean time to failure (mttf),0,0,0
media,0,0,0
media access control (mac),0,0,0
media access control address,0,0,0
media players,0,0,0
mediafire,0,0,0
mediator pattern,0,0,0
mediators,0,0,0
megaupload,0,0,0
member-wise copy,0,0,0
memberwise copying,0,0,0
memento pattern,0,0,0
memoization,0,0,0
memory,0,0,0
memory access,0,0,0
memory address,0,0,0
memory allocation,0,0,0
memory card,0,0,0
memory dumping,0,0,0
memory fragment,0,0,0
memory leak,0,0,0
memory mapping,0,0,0
memory stick,0,0,0
memory transactions,0,0,0
memory-address register,0,0,0
memory-mapped,0,0,0
merge sort,0,0,0
merge-join,0,0,0
merge-purge operation,0,0,0
mesh system,0,0,0
message delivery process,0,0,0
message digest,0,0,0
message digest algorithms,0,0,0
message modification,0,0,0
message-authentication code,0,0,0
messages,0,0,0
metadata,0,0,0
metaprogramming,0,0,0
metering function,0,0,0
method,0,0,0
method overloading,0,0,0
method overriding,0,0,0
methodological,0,0,0
methodology,0,0,0
metric learning,0,0,0
metric space,0,0,0
metro,0,0,0
metropolitan-area networks,0,0,0
micro computer,0,0,0
microcomputer,0,0,0
microprocessor,0,0,0
microsoft,0,0,0
microsoft active server pages (asp),0,0,0
microsoft build,0,0,0
microsoft cortana,0,0,0
microsoft database tuning assistant,0,0,0
microsoft developer network,0,0,0
microsoft distributed transaction coordinator (ms dtc),0,0,0
microsoft foundation class,0,0,0
microsoft office,0,0,0
microsoft silverlight,0,0,0
microsoft sql,0,0,0
microsoft sql server,0,0,0
microsoft surface,0,0,0
microsoft transaction server,0,0,0
microsoft visual studio,0,0,0
microsoft windows,0,0,0
midi,0,0,0
miller-rabin,0,0,0
miner,0,0,0
minesweeper,0,0,0
minimum spanning tree,0,0,0
minimum-weight vertex cover,0,0,0
mo algorithm,0,0,0
mobile ad hoc networks,0,0,0
mobile application,0,0,0
mobile world congress,0,0,0
mobius function,0,0,0
mode of operation,0,0,0
model view controller,0,0,0
model view viewmodel,0,0,0
model-view-control design,0,0,0
modeling,0,0,0
modem = modulate and demodulate,0,0,0
modular data centers,0,0,0
modular exponentiation,0,0,0
modulus operator,0,0,0
mongodb,0,0,0
monitor,0,0,0
moodle,0,0,0
moore law,0,0,0
most recently used (mru) scheme,0,0,0
most significant bit,0,0,0
most-specific type,0,0,0
motherboard,0,0,0
motorola,0,0,0
mounting,0,0,0
mouse,0,0,0
mozila firefox,0,0,0
mozila thunderbird,0,0,0
mpeg (moving picture experts group),0,0,0
mss maximum segment size,0,0,0
mtu maximum transmission unit,0,0,0
multi-hop,0,0,0
multicast,0,0,0
multicast routing,0,0,0
multicast source discovery protocol,0,0,0
multicasting,0,0,0
multicore,0,0,0
multicore processors,0,0,0
multidatabase system,0,0,0
multidimensional data,0,0,0
multilayer perceptrons,0,0,0
multilevel feedback-queue,0,0,0
multilinear subspace learning,0,0,0
multimaster replication,0,0,0
multimedia,0,0,0
multimedia data,0,0,0
multimedia databases,0,0,0
multiple inheritance,0,0,0
multiple library linking,0,0,0
multiple thread,0,0,0
multiple-key access,0,0,0
multiplexing,0,0,0
multiplexing - demultiplexing,0,0,0
multiplexing network-layer protocols,0,0,0
multiplicative function,0,0,0
multiprotocol label switching - mpls,0,0,0
multiquery optimization,0,0,0
multiset,0,0,0
multiset relational algebra,0,0,0
multiset types,0,0,0
multisystem applications,0,0,0
multitable cluster file organization,0,0,0
multitasking,0,0,0
multithreading,0,0,0
multivalued attributes,0,0,0
multivalued dependencies,0,0,0
multiversion concurrency control (mvcc),0,0,0
multiway splits,0,0,0
mutable,0,0,0
mutex locks,0,0,0
mutexes,0,0,0
mutimedia,0,0,0
mutual recursion,0,0,0
mutual-exclusion condition,0,0,0
myspace,0,0,0
mysql,0,0,0
n-way merge,0,0,0
nahalem architecture,0,0,0
naive algorithm,0,0,0
naive bayes,0,0,0
naive bayesian classifiers,0,0,0
naive user,0,0,0
name servers,0,0,0
namespace,0,0,0
naming conventions,0,0,0
nanocomputer,0,0,0
nat: network address translation,0,0,0
national security agency,0,0,0
natural join,0,0,0
natural language processing,0,0,0
navigate,0,0,0
navigating files,0,0,0
near field communication,0,0,0
nearest-neighbor query,0,0,0
need for speed,0,0,0
negative acknowledgments,0,0,0
negative cycle,0,0,0
neighbor-to-neighbor communication,0,0,0
nested classes,0,0,0
nested recursion,0,0,0
nested subqueries,0,0,0
nested-loop join,0,0,0
netbean,0,0,0
netbeans,0,0,0
netezza,0,0,0
netflix,0,0,0
netscape,0,0,0
netscape communications corporation,0,0,0
network,0,0,0
network access point,0,0,0
network adapter,0,0,0
network address translation,0,0,0
network address translation overload,0,0,0
network cache servers,0,0,0
network edge,0,0,0
network flow,0,0,0
network information service,0,0,0
network interface card - nic,0,0,0
network layer,0,0,0
network news transfer protocol,0,0,0
network operations center,0,0,0
network protocol analyzer,0,0,0
network security,0,0,0
network topology,0,0,0
network virtual memory,0,0,0
network-control protocol,0,0,0
network-layer components,0,0,0
networks,0,0,0
neural network,0,0,0
new technology file system,0,0,0
newline character,0,0,0
nfc,0,0,0
nintendo,0,0,0
nintendo switch,0,0,0
no-force policy,0,0,0
no-steal policy,0,0,0
node,0,0,0
node-red,0,0,0
nodejs,0,0,0
nodes,0,0,0
nokia city lens,0,0,0
nokia lumia,0,0,0
non fungible token,0,0,0
non-persistent connections,0,0,0
non-preemptive,0,0,0
non-repudiation,0,0,0
nonacceptable termination states,0,0,0
nonclustering,0,0,0
nondeclarative actions,0,0,0
nondeterministic finite automaton,0,0,0
nondeterministic polynomial,0,0,0
nondeterministic polynomial time,0,0,0
nonpreemptive scheduling,0,0,0
nonprocedural,0,0,0
nonrepeatable read,0,0,0
nonrepudiation,0,0,0
nonunique search keys,0,0,0
nonvolatile,0,0,0
nonvolatile memory express,0,0,0
nonvolatile random-access memory (nvram),0,0,0
nonvolatile storage,0,0,0
nonvolatile write buffers,0,0,0
nonvolatine memory,0,0,0
nor flash memory,0,0,0
normal distribution,0,0,0
normal form,0,0,0
normalization,0,0,0
normalize,0,0,0
norton commander,0,0,0
nosql,0,0,0
notable language,0,0,0
notepad++,0,0,0
notification,0,0,0
novell,0,0,0
novell ipx,0,0,0
np complete,0,0,0
np-hard,0,0,0
nslookup,0,0,0
ntt data,0,0,0
null bitmap,0,0,0
null pointers,0,0,0
null values,0,0,0
numeric operations,0,0,0
numpy,0,0,0
nvarchar,0,0,0
nvidia,0,0,0
obfuscation,0,0,0
object,0,0,0
object database management group (odmg),0,0,0
object recognition,0,0,0
object-based databases,0,0,0
object-oriented data model,0,0,0
object-oriented databases,0,0,0
object-oriented programming,0,0,0
object-relational data model,0,0,0
object-relational mapping,0,0,0
objective-c,0,0,0
observable external writes,0,0,0
observer,0,0,0
observer pattern,0,0,0
octave,0,0,0
oculusvr,0,0,0
odbc (open database connectivity),0,0,0
offset,0,0,0
olap (online analytical processing),0,0,0
oltp (online transaction processing),0,0,0
one-to-many mapping,0,0,0
one-to-one mapping,0,0,0
onedrive,0,0,0
online analytical processing,0,0,0
online transaction processing,0,0,0
open document format (odf),0,0,0
open sesame,0,0,0
open shortest path first.,0,0,0
open statement,0,0,0
open system interconnection,0,0,0
open systems interconnection model,0,0,0
open-address hash tables,0,0,0
open-shortest path first,0,0,0
open-source software,0,0,0
opencv,0,0,0
opengl,0,0,0
opengl es,0,0,0
opengl shading language,0,0,0
openoffice,0,0,0
openssl,0,0,0
opera,0,0,0
operand,0,0,0
operands,0,0,0
operating system,0,0,0
operator,0,0,0
operator operand,0,0,0
operator overloading,0,0,0
operator tree,0,0,0
optical carrier standard link,0,0,0
optical character recognition,0,0,0
optical disk,0,0,0
optical distribution network,0,0,0
optical flow,0,0,0
optical network terminator,0,0,0
optical storage,0,0,0
optimal,0,0,0
optimal binary search tree,0,0,0
optimal margin classifier,0,0,0
optimization,0,0,0
optimization problem,0,0,0
optimizers,0,0,0
optimus,0,0,0
oracle,0,0,0
oracle enterprise manager (oem),0,0,0
oracle tuxedo,0,0,0
order by,0,0,0
order-statistic tree,0,0,0
ordered pair,0,0,0
organize by dimensions,0,0,0
osi - open systems interconnection model,0,0,0
out-of-band,0,0,0
outer relation,0,0,0
outer-join,0,0,0
outliner,0,0,0
output,0,0,0
output buffers,0,0,0
outsourcing,0,0,0
over the top,0,0,0
overfitting,0,0,0
overflow,0,0,0
overflow buckets,0,0,0
overflow resolution,0,0,0
overlapping entity sets,0,0,0
overlapping fragments,0,0,0
overlapping specialization,0,0,0
overlay network,0,0,0
overload,0,0,0
overload resolution,0,0,0
overloading,0,0,0
overriding,0,0,0
overwatch,0,0,0
owner rights,0,0,0
ownership,0,0,0
p vs np,0,0,0
packet,0,0,0
packet capture,0,0,0
packet classification,0,0,0
packet satellite,0,0,0
packet sniffers,0,0,0
packet switching,0,0,0
packet-radio networks,0,0,0
packet-switched network,0,0,0
padding,0,0,0
padding oracle attack,0,0,0
page allocator,0,0,0
page cache,0,0,0
page offset,0,0,0
page replacement,0,0,0
page shipping,0,0,0
page-buffering algorithms,0,0,0
page-directory entries,0,0,0
page-fault rate,0,0,0
page-replacement algorithm,0,0,0
pagerank,0,0,0
paging,0,0,0
pair programing,0,0,0
palindrome tree,0,0,0
